ID_val,Verbatim,Area,SubArea
19859,"There are two modes of operation: a quick-turn mode where you touch the stalk briefly and it indicates two or three times then stops, and a continual turn mode. The first of these is no problem, though I would prefer it indicate at least 4 times because two or three times isn't enough. The second mode is a more 'permanent' turn indicator position, where is clicks into position (up of down) and stays there. Unless the steering wheel rotates at least 180 degrees back, the stalk will not snap back into 'neutral', and I can't get it to go back. usually, I will attempt to snap it back into a neutral position but must hit it so hard it goes past neutral to the other indicating direction. I know, picking nits, but this is the only car I've had this problem with.",Turn Signal Switch,DTU
60,"The between seat storage console is small, and the USB port in the rear of the console. It's not a perfect design.",USB/Aux In,Poor Location
6425,Voice recogntion has suffered since my 2008 Honda Odyssey. Not sure why this works so poorly.,Voice Recognition,Poor Recognition
8745,Voice command is not navigation friendly. XM RADIO is saved via numbers not names of station. Hard to remember all stations associated with station.,Voice Recognition,Poor Recognition
20117,"Presets are not arranged by band, so wishing to check FM presets, for instance, requires stepping over satellite presets.  There is no 'clear presets' function.  I think the arrangement is poor:  I think when a band (FM AM satellite) is selected, only related data should be displayed.  It shouldn't take two or three steps to get to tone and balance controls.",Radio,Presets DTU
5007,"Can not put in my street name , it does not recognize my street or home will not let me enter the location",Voice Recognition,Poor Recognition
5672,Sometimes it understands my speaking very well.  At other times I have to say command several times- such as 'enter an address',Voice Recognition,Poor Recognition
20818,"The ignition button is not clearly visible when I sit in the driver's seat and start the car. It is visibly blocked by the steering wheel and wiper blade mechanism. I believe this is due in part to my height. When the dealer salesman was demonstrating the vehicle for me, I had no idea what he was doing. Even sitting in the front passenger seat, it was difficult for me to see where the actual ignition button was located. I had never had a vehicle that used a key fob rather than an actual key, so, at first I was confused. Now, even though I do not see the ignition button, I know where it is located and can feel comfortable starting the car.",Ignition Switch,Poor Location
15508,does not always recognize my phone through Apple play system try & reconnect several times-painful process,Apple Car Play,Not Functioning
11912,"I tried using, but haven't figured out how to get the address I want in the system. So I just sit used my cell ph maps. I just need to try it again. It's very interesting.  If I can't enter in destination, when back out at dealership I will ask how to input address.",Navigation,Destination Input
19812,the radio volume dail is closer to the passenger side so it is hard to reach is driving. I have the volume control on the wheel as well but it takes too long when pressed to turn up or down and it has no mute option for quick adjustment,Radio,Customer Expectation
13926,"While visiting out of state, the nav. system suddenly lost voice command. We called the sales person who sold this car. He directed us to bring the nav. system back to the factory set up. We tried twice and finally got the voice command. Also the recording of the voice is not as clear as the previous few Lincolns we had. The pronunciation is not as clear as the previous Lincolns.",Voice Recognition,Not Functioning
16413,The actual location can be several hundred meters away from the location the system directs us to.,Navigation,Positioning
11857,"The main problem is the  navigation does not come with voice command, as a result, you must pull over to enter an address safely. When you have to enter an address manually, it is slow, complicated and just doesn't work  very well.",Navigation,Destination Input
5155,"Not very good at recognizing POI's, gets confused. Can locate intersections very well. Doesn't recognize description or names of roads, etc.",Voice Recognition,Poor Recognition
18021,Connecting my iPhone and using Carplay has always been hit or miss.  Sometimes it works and sometimes it doesn't.,Apple Car Play,Stability
9432,"when using the phone, voice recognition system occasionally misinterprets a phone number",Voice Recognition,Poor Recognition
9929,It took me a week to figure this out and an additional trip to the dealer. I wish it linked with my phone for voice commands,Navigation,DTU
1808,System is constantly disconnecting and reconnecting while driving.,Bluetooth,Connection Loss
2820,"Terrible user interface. Don't use the navigation system, a total waste of money. I feel the the charges for the system was tantamount to a theft or fraud.",Navigation,Customer Expectation
20974,"(Copied from AEN97): Sometimes the touch screen controls won't work with my phone to play/pause skip songs. Not an ongoing problem, and usually fixed turning off bluetooth and re-connecting etc. Easy fixes",Display,Touchscreen Unresponsive
5968,"When I say a particular frequency for radio station, it often gives me a station below or above the frequency that I asked for.",Voice Recognition,Poor Recognition
